User_id,First_tran_date,Location,Age,Gender
42519118,2019-06-18,Other Cities,23_to_27,female
52133457,2020-04-03,Other Cities,23_to_27,N?
5445355,2019-02-01,HCMC,28_to_32,female
45863161,2019-02-19,Other Cities,33_to_37,female
44080044,2020-02-20,HCMC,33_to_37,Nam
48174240,2020-04-01,Other Cities,23_to_27,Nam
48583767,2019-08-08,HCMC,23_to_27,N?
43410330,2018-09-21,Other Cities,>37,N?
41452945,2018-03-30,HN,23_to_27,Nam
3189527,2018-03-02,HCMC,>37,Nam
52939070,2020-02-09,HCMC,18_to_22,N?
44010202,2018-11-04,Other Cities,23_to_27,N?
46454898,2019-11-01,Other Cities,23_to_27,Nam
40290949,2017-12-01,Other Cities,23_to_27,N?
8160958,2020-12-11,HCMC,23_to_27,M
42295229,2018-06-22,HCMC,33_to_37,N?
17477483,2019-10-10,Other Cities,28_to_32,N?
50000148,2019-11-12,Other Cities,28_to_32,Nam
46642352,2019-05-02,Other Cities,unknown,N?
51653246,2020-02-05,HCMC,18_to_22,female
31632941,2016-12-11,Other Cities,28_to_32,Nam
15933157,2019-02-28,Other Cities,28_to_32,Nam
50447972,2019-11-03,HCMC,28_to_32,female
43704877,2018-11-01,Other Cities,23_to_27,Nam
41795722,2018-05-06,HCMC,33_to_37,M
40284377,2020-07-22,Other,33_to_37,Nam
52451894,2020-03-12,HN,28_to_32,f
40635297,2017-12-23,Other Cities,28_to_32,N?
48697266,2019-08-15,Other Cities,28_to_32,female
23746846,2019-01-24,Other Cities,unknown,N?
39505055,2019-02-28,Other Cities,>37,Nam
46607125,2019-05-25,Other Cities,23_to_27,female
39416687,2020-09-29,Other Cities,33_to_37,Nam
57578484,2020-09-10,Other Cities,unknown,N?
44776750,2019-07-20,Other Cities,23_to_27,N?
10055943,2020-04-21,Other Cities,28_to_32,Nam
38518215,2017-05-20,Other Cities,28_to_32,N?
49776903,2019-10-31,Other Cities,unknown,Nam
40281315,2017-11-24,Unknown,28_to_32,female
33864425,2017-05-29,HCMC,>37,female
21028233,2020-02-09,Other Cities,23_to_27,female
667883,2019-11-18,Other Cities,unknown,Nam
41185816,2018-06-09,HCMC,23_to_27,female
57833390,2020-09-08,Other Cities,28_to_32,N?
55452223,2020-04-20,Other Cities,23_to_27,Nam
52080885,2020-04-11,HCMC,23_to_27,N?
46548167,2019-04-13,Other Cities,33_to_37,female
54612863,2020-04-03,Other Cities,18_to_22,Nam
44693853,2018-12-19,Other Cities,23_to_27,N?
43780424,2020-09-02,Other Cities,unknown,female
44397646,2018-11-30,Other Cities,23_to_27,M
14709758,2020-04-23,Unknown,>37,N?
34065564,2018-12-20,HCMC,>37,Nam
40171686,2018-09-14,Other Cities,28_to_32,Nam
25020793,2020-04-16,HCMC,>37,female
34358646,2019-09-07,Other Cities,28_to_32,Nam
48621988,2019-08-10,Other Cities,23_to_27,female
54220877,2020-06-23,Other Cities,23_to_27,female
20292343,2020-06-21,Other Cities,28_to_32,female
32581665,2019-11-30,HCMC,18_to_22,Nam
30021271,2019-12-22,Other Cities,28_to_32,male
45616120,2019-08-31,Other Cities,28_to_32,N?
50602784,2019-11-09,Unknown,unknown,N?
50507087,2020-03-17,Other Cities,18_to_22,N?
44794847,2018-12-25,Ho Chi Minh City,33_to_37,Nam
35713261,2018-08-31,Other Cities,unknown,female
53258483,2020-03-10,HCMC,23_to_27,N?
45110804,2019-08-29,HCMC,23_to_27,Nam
37424824,2019-12-09,HCMC,23_to_27,Nam
56295254,2020-06-07,HCMC,18_to_22,female
32431117,2018-06-24,Other Cities,28_to_32,Nam
801001,2019-04-10,HCMC,unknown,f
52964259,2020-02-16,HCMC,28_to_32,Nam
55745676,2020-05-05,Other Cities,>37,Nam
39485251,2017-07-25,Other Cities,18_to_22,N?
44481573,2019-08-06,HCMC,33_to_37,Nam
27485530,2019-11-02,Other Cities,28_to_32,Nam
43276922,2018-09-11,HN,unknown,N?
51510909,2019-12-10,Other Cities,23_to_27,N?
40358720,2019-11-14,Other,18_to_22,M
38784425,2020-04-19,Other Cities,18_to_22,N?
28478809,2020-05-30,HN,>37,N?
33761613,2019-11-10,Other Cities,18_to_22,female
45541703,2020-01-03,HN,18_to_22,Nam
49240977,2019-10-05,Other Cities,unknown,Nam
47426906,2019-06-15,Other Cities,unknown,Nam
39134820,2018-01-02,HCMC,>37,Nam
31002880,2019-09-20,Other Cities,23_to_27,Nam
9596916,2020-12-06,Unknown,unknown,Nam
46833338,2019-05-02,Other Cities,>37,female
35170279,2018-11-01,HCMC,33_to_37,male
54442453,2020-03-15,Other Cities,23_to_27,female
40064284,9919-11-06,HN,unknown,female
46493634,2019-04-03,Other Cities,18_to_22,N?
24766865,2019-04-10,Other Cities,unknown,N?
47920000,2020-05-13,HCMC,unknown,N?
40808571,2018-02-27,HCMC,23_to_27,Nam
43984138,2018-11-06,HCMC,23_to_27,N?
39172351,2019-12-25,HCMC,unknown,Nam
51960592,2020-07-19,Other Cities,23_to_27,N?
52860642,2020-03-02,HCMC,28_to_32,N?
46571885,2019-04-04,Other Cities,33_to_37,Nam
35887106,2017-10-08,Other Cities,23_to_27,female
42777628,2019-12-09,HCMC,33_to_37,N?
41951287,2019-01-18,Other Cities,23_to_27,male
42111364,2019-07-16,HCMC,23_to_27,Nam
19943548,2019-04-26,HN,28_to_32,N?
31689981,2018-09-16,HCMC,unknown,N?
31455053,2019-05-31,HCMC,28_to_32,N?
35828378,2019-11-02,Other,unknown,female
15801813,2020-02-22,HCMC,>37,M
44302273,2019-06-13,Other,23_to_27,f
39492087,2017-07-15,Other Cities,33_to_37,female
55535676,2020-06-30,Other Cities,23_to_27,N?
38998701,2019-06-20,Other Cities,28_to_32,Nam
44933964,2019-01-03,Other Cities,18_to_22,N?
38987219,2018-03-26,HCMC,23_to_27,female
55489490,2020-06-20,HN,23_to_27,N?
44523575,2018-12-27,Unknown,33_to_37,female
47551399,2020-01-10,Other Cities,18_to_22,Nam
30091341,2020-03-18,Unknown,18_to_22,female
33928468,2017-08-12,Unknown,unknown,N?
52295118,2020-04-03,Other Cities,28_to_32,Nam
38780456,2017-05-16,HCMC,>37,Nam
32957089,2019-11-17,Other Cities,>37,female
21258130,2018-01-18,Other Cities,33_to_37,N?
47453661,2019-06-12,Other Cities,23_to_27,N?
51452529,2019-12-06,Other Cities,>37,N?
51088851,2020-01-04,HCMC,23_to_27,N?
23969101,2017-04-27,HN,28_to_32,N?
7446691,2020-02-25,HCMC,>37,female
58446363,2020-09-10,HCMC,33_to_37,female
38794873,2018-12-20,HCMC,28_to_32,Nam
38995940,2019-10-28,Other Cities,>37,Nam
30198478,2017-04-21,Other Cities,28_to_32,N?
55885055,2020-05-11,Other Cities,18_to_22,N?
35708688,2018-05-08,HN,23_to_27,female
43019624,2018-08-23,Other Cities,28_to_32,N?
59761152,2020-10-29,Unknown,unknown,female
49821041,2020-01-08,HCMC,23_to_27,female
29479656,2018-03-24,Other Cities,23_to_27,Nam
47324587,2019-08-27,Other Cities,unknown,female
57107370,2020-10-29,Other,>37,N?
51104816,2020-04-13,Other Cities,>37,Nam
58136969,2020-10-31,Unknown,unknown,Nam
34425733,2019-12-26,Other,23_to_27,N?
35501803,2019-07-03,HCMC,>37,female
45695246,2019-09-08,HN,unknown,N?
35160542,2019-05-13,HCMC,28_to_32,Nam
51325790,2020-03-05,Other Cities,28_to_32,Nam
53415211,2020-02-18,Other,28_to_32,N?
39846038,2019-05-15,Other Cities,18_to_22,Nam
41796513,2018-06-28,HN,23_to_27,Nam
24371500,2020-04-21,HCMC,23_to_27,female
39734150,2020-01-25,HCMC,>37,N?
46088796,2019-04-28,Other Cities,unknown,female
16684643,2019-06-03,HCMC,33_to_37,female
47336533,2019-05-23,HCMC,>37,N?
40296539,2017-11-14,Other,28_to_32,N?
41943810,2018-06-26,Other Cities,23_to_27,N?
49942863,2020-02-10,Unknown,18_to_22,female
52673159,2020-08-31,Other Cities,unknown,Nam
48459219,2019-10-28,Other Cities,28_to_32,female
40961233,2019-12-28,Unknown,33_to_37,female
47699676,2019-06-19,Other,23_to_27,Nam
46038488,2020-04-11,HCMC,23_to_27,Nam
50312219,2019-11-05,Other Cities,18_to_22,female
39704637,2017-08-12,HN,33_to_37,Nam
26420077,2019-08-19,HCMC,unknown,Nam
34156818,2020-03-11,HCMC,28_to_32,Nam
6372030,2020-01-15,Other Cities,18_to_22,N?
47464233,2019-09-09,Other Cities,33_to_37,N?
53807118,2020-02-20,Other Cities,28_to_32,N?
41452237,2019-01-02,HCMC,23_to_27,Nam
43601625,2020-09-01,HN,23_to_27,Nam
34513724,2020-05-07,Other,18_to_22,Nam
33322498,2018-10-24,Other Cities,>37,N?
54031136,2020-03-03,Other Cities,18_to_22,female
29027507,2019-09-13,Other Cities,unknown,N?
48655240,2019-08-22,Other Cities,unknown,female
53206894,2020-03-02,HN,unknown,female
53389478,2020-02-08,Other Cities,28_to_32,female
48368294,2020-08-31,HCMC,unknown,female
47920258,2019-10-21,HN,23_to_27,Nam
40782430,2019-05-21,HN,18_to_22,N?
16157501,2018-11-02,Other Cities,28_to_32,Nam
54565983,2020-03-19,HN,unknown,N?
38627015,2017-04-21,HCMC,23_to_27,Nam
46375350,2019-05-23,Other Cities,28_to_32,M
41427375,2018-04-04,HCMC,23_to_27,N?
45832254,2019-02-26,HN,23_to_27,Nam
38892680,2019-04-28,HN,33_to_37,N?
16924666,2020-03-13,Other Cities,unknown,Nam
43203178,2018-10-27,Other Cities,>37,Nam
53172349,2020-02-03,HN,23_to_27,Nam
23747354,2020-03-09,HCMC,28_to_32,N?
54175881,2020-03-05,HCMC,33_to_37,Nam
45811020,2019-09-16,HN,18_to_22,N?
23302103,2020-04-16,Other,23_to_27,N?
41037361,2018-02-10,Other Cities,28_to_32,female
40438672,2017-12-19,Other Cities,33_to_37,N?
43044267,2019-11-05,HCMC,33_to_37,female
59873667,2020-11-01,HCMC,33_to_37,female
450416,2019-07-17,HN,33_to_37,Nam
1354945,2019-12-02,HCMC,23_to_27,Nam
46469535,2019-09-10,Other Cities,18_to_22,N?
40031971,9919-03-19,HCMC,>37,female
50401480,2019-11-11,HN,unknown,female
32192760,2020-02-18,HCMC,33_to_37,N?
54401130,2020-05-14,Other Cities,28_to_32,Nam
50251132,2020-09-02,HCMC,18_to_22,N?
40914832,2018-01-30,Unknown,unknown,N?
52573506,2020-01-14,Other Cities,unknown,female
51870217,2019-12-20,Other Cities,23_to_27,female
39197416,2018-01-08,HCMC,33_to_37,female
29080935,2019-10-24,HN,18_to_22,female
55265375,2020-04-13,Unknown,unknown,N?
55782495,2020-06-12,HN,unknown,Nam
45668663,2019-12-28,Other Cities,23_to_27,female
53219110,2020-08-31,Other Cities,28_to_32,female
38397473,2017-09-22,Other Cities,28_to_32,N?
46904271,2019-09-17,Other Cities,28_to_32,Nam
42625022,2018-07-20,HN,23_to_27,N?
40627147,2020-12-02,HN,18_to_22,Nam
52985732,2020-01-28,Other Cities,23_to_27,N?
50601287,2020-06-04,Other Cities,28_to_32,female
41217828,2019-11-06,Other Cities,>37,N?
7185193,2016-12-29,HCMC,23_to_27,N?
6127877,2018-07-13,HCMC,>37,Nam
5497986,2020-03-30,HCMC,33_to_37,N?
52887745,2020-02-12,HCMC,>37,N?
21509834,2019-12-26,Other Cities,23_to_27,Nam
39129947,2019-05-04,HCMC,23_to_27,N?
48129944,2020-01-21,HCMC,18_to_22,N?
51111932,2020-05-15,Other Cities,23_to_27,Nam
42224129,2018-06-15,Other Cities,unknown,N?
52264041,2020-01-08,HN,18_to_22,Nam
34376258,2017-05-09,Other,28_to_32,Nam
8675423,2019-02-12,HN,28_to_32,female
50698402,2019-11-13,Other Cities,23_to_27,N?
49031504,2019-08-31,HCMC,>37,Nam
33127817,2019-08-04,HCMC,23_to_27,female
50857061,2019-11-21,Other Cities,unknown,female
40296750,2017-11-30,HCMC,33_to_37,N?
56549529,2020-06-15,Other Cities,28_to_32,N?
48304452,2020-04-04,Other Cities,28_to_32,M
54348556,2020-03-17,Other,18_to_22,Nam
54913542,2020-05-08,HN,33_to_37,Nam
28890727,2016-11-30,HN,33_to_37,N?
52478283,2020-01-10,Other Cities,28_to_32,N?
44834746,2019-04-07,Other,28_to_32,N?
52720101,2020-02-05,Other Cities,28_to_32,female
53199872,2020-02-04,Other Cities,23_to_27,Nam
40994012,2018-02-10,Other,33_to_37,N?
50974089,2020-07-31,Unknown,23_to_27,Nam
47031071,2020-01-09,Other Cities,23_to_27,Nam
56755482,2020-06-27,Other,unknown,N?
49802692,2020-01-18,Other,unknown,female
54870143,2020-06-02,Other Cities,18_to_22,Nam
40970820,2018-02-06,HCMC,28_to_32,Nam
8857095,2019-12-16,HCMC,unknown,female
12271416,2018-07-28,HCMC,23_to_27,female
56044712,2020-08-03,Other Cities,23_to_27,N?
43115149,2018-09-07,Unknown,23_to_27,female
278826,2020-06-14,Other Cities,unknown,Nam
430351,2020-10-24,Other Cities,28_to_32,N?
44538403,2019-07-14,Other Cities,unknown,female
48438857,2019-12-18,HCMC,18_to_22,male
45024810,2019-02-23,HCMC,23_to_27,Nam
735298,2019-11-15,HCMC,28_to_32,female
36551935,2016-11-11,HCMC,23_to_27,N?
47702806,2020-05-08,Other Cities,23_to_27,Nam
6452048,2020-09-11,Other,18_to_22,Nam
27350430,2019-07-04,HN,>37,N?
40817509,2019-03-24,HCMC,28_to_32,N?
33470013,2020-05-20,HCMC,unknown,M
46883710,2019-04-29,HCMC,28_to_32,Nam
46787603,2019-04-16,Other Cities,23_to_27,male
40430816,2019-11-30,Other Cities,18_to_22,female
57837625,2020-08-12,Other,18_to_22,Nam
28986530,2017-12-22,Other Cities,23_to_27,Nam
38906181,2020-02-20,Other Cities,18_to_22,Nam
46541339,2019-04-25,Unknown,18_to_22,N?
50978660,2020-02-03,Other Cities,33_to_37,Nam
45292314,2019-04-06,HCMC,28_to_32,N?
43871455,2019-03-30,HN,28_to_32,Nam
47087140,2019-05-08,Other Cities,28_to_32,N?
48038887,2020-08-11,Other Cities,>37,N?
24575395,2018-06-04,Other Cities,23_to_27,N?
35441573,2018-07-28,HCMC,33_to_37,Nam
53164325,2020-02-03,HCMC,28_to_32,Nam
36516513,2019-01-26,HCMC,23_to_27,N?
46230476,2019-12-14,HCMC,33_to_37,N?
28087722,2017-04-20,HCMC,28_to_32,Nam
10694723,2019-07-05,HN,33_to_37,N?
15741996,2020-05-09,Other Cities,33_to_37,N?
42208074,2019-04-14,HN,23_to_27,Nam
49926667,2020-05-30,Other Cities,18_to_22,N?
5085787,2020-02-17,HCMC,28_to_32,N?
50771798,2020-01-16,Other Cities,unknown,N?
38711439,2018-12-03,Other Cities,23_to_27,N?
38299892,2017-09-27,Other Cities,28_to_32,female
21431979,2019-04-03,Other Cities,23_to_27,Nam
48572960,2019-12-27,Other,23_to_27,Nam
55808546,2020-06-24,HN,unknown,female
45937722,2019-02-25,HCMC,23_to_27,Nam
57582889,2020-08-11,Unknown,unknown,Nam
39324799,2019-07-22,Other Cities,28_to_32,Nam
56232039,2020-05-29,Other,>37,female
41769353,2018-08-23,HCMC,28_to_32,female
50413199,2020-04-16,Other Cities,unknown,female
28664601,2020-03-12,Unknown,23_to_27,Nam
40779326,2018-05-19,Other Cities,28_to_32,N?
38844272,2017-05-12,HN,>37,Nam
46210428,2019-07-10,Other Cities,>37,Nam
36958759,2016-12-30,HCMC,23_to_27,female
25904666,2020-02-19,HCMC,33_to_37,N?
46800012,2019-08-20,Unknown,23_to_27,N?
41153179,2020-04-14,Other,23_to_27,Nam
5159231,2017-05-31,Other Cities,23_to_27,N?
46835843,2019-05-31,Other Cities,23_to_27,Nam
40103746,2017-11-01,Other,28_to_32,female
20344225,2020-02-21,Other Cities,28_to_32,N?
44949627,2019-01-08,Other Cities,>37,Nam
41809302,2018-06-05,HCMC,18_to_22,N?
38544713,2017-04-15,HCMC,23_to_27,Nam
48818519,2019-08-18,Other,23_to_27,f
44636882,2019-01-11,Other Cities,33_to_37,Nam
44409449,2018-11-28,HCMC,>37,f
11780449,2019-06-14,HCMC,23_to_27,Nam
26889745,2017-12-22,HCMC,28_to_32,female
38542189,2018-09-22,Other Cities,23_to_27,male
54066969,2020-03-01,Other,unknown,female
32414745,2019-01-27,HCMC,unknown,Nam
28674684,2020-01-28,Other Cities,>37,Nam
44239695,2020-01-27,Other,23_to_27,female
37173799,2018-05-25,Other Cities,23_to_27,N?
15843493,2019-03-13,Other Cities,28_to_32,Nam
39974416,2019-02-26,HN,23_to_27,female
36184079,2019-04-17,HCMC,18_to_22,N?
53739971,2020-04-20,HCMC,23_to_27,N?
42480490,2019-06-07,HCMC,23_to_27,Nam
18587403,2020-12-20,Unknown,unknown,female
41057953,2018-02-12,HCMC,33_to_37,female
50437300,2020-01-07,Unknown,unknown,Nam
53617115,2020-02-14,HCMC,18_to_22,female
39008983,2017-10-13,Other Cities,18_to_22,Nam
38690534,2018-10-21,HCMC,23_to_27,N?
39491704,2017-07-20,HN,23_to_27,N?
49776950,2019-10-27,HCMC,>37,female
45222925,2020-03-07,Other Cities,unknown,Nam
19026297,2019-12-27,HCMC,unknown,female
41247866,2018-03-10,HCMC,23_to_27,N?
42951483,2019-02-19,HCMC,33_to_37,female
39881693,2019-01-22,Other Cities,>37,female
33124301,2020-10-06,Other Cities,33_to_37,female
41106611,2018-04-11,HN,>37,Nam
30846729,2020-05-04,HCMC,23_to_27,Nam
56267134,2020-11-18,Other Cities,unknown,N?
44327785,2018-11-22,HN,23_to_27,N?
41783260,2018-09-27,HCMC,28_to_32,female
44118335,2018-11-06,Other Cities,23_to_27,Nam
48105769,2019-08-30,HCMC,33_to_37,N?
57902942,2020-08-28,Other Cities,33_to_37,Nam
31123315,2017-12-11,HCMC,23_to_27,Nam
44903164,2019-01-15,HN,23_to_27,N?
39082101,2018-06-27,HCMC,unknown,female
34347803,2019-10-13,HCMC,33_to_37,N?
50782163,2019-11-20,Other,23_to_27,Nam
53944912,2020-03-02,Other Cities,23_to_27,female
37738379,2017-02-28,Other Cities,23_to_27,Nam
27251074,2019-01-07,HCMC,28_to_32,N?
33966062,2018-05-29,Other Cities,28_to_32,female
58700868,2020-09-17,Other Cities,>37,N?
45374761,2019-05-20,HN,unknown,Nam
6327438,2019-09-02,HCMC,>37,Nam
44229162,2018-11-26,Unknown,unknown,f
50484756,2019-11-04,HCMC,23_to_27,M
36932800,2019-08-31,HCMC,>37,Nam
38364005,2019-11-06,Other Cities,unknown,N?
43799586,2020-01-27,Other Cities,unknown,Nam
1426056,2018-09-05,Other Cities,28_to_32,Nam
37404920,2017-03-15,HN,28_to_32,Nam
53431542,2020-10-07,HN,23_to_27,Nam
48419699,2019-08-26,HCMC,28_to_32,Nam
47738809,2019-08-20,HCMC,23_to_27,female
41242375,2018-08-28,HCMC,33_to_37,female
36428487,2016-10-31,Unknown,23_to_27,M
55505456,2020-04-22,Other Cities,33_to_37,N?
46296980,2019-03-14,Other Cities,23_to_27,N?
42463210,2019-06-06,Other Cities,23_to_27,female
47566588,2020-02-09,HCMC,23_to_27,N?
11270536,2019-09-04,HCMC,28_to_32,N?
43868416,2018-10-21,Unknown,unknown,female
18058208,2019-11-07,Unknown,>37,M
57203088,2020-08-01,Other Cities,unknown,Nam
40026875,9917-09-28,Other Cities,28_to_32,N?
32712121,2018-10-10,HCMC,28_to_32,female
39331816,2019-04-05,Other Cities,unknown,N?
54198703,2020-03-08,Unknown,unknown,Nam
20554325,2019-04-24,HCMC,unknown,N?
41381152,2020-11-26,Other Cities,23_to_27,female
40809817,2018-01-16,HCMC,28_to_32,N?
54991257,2020-04-14,Other Cities,23_to_27,Nam
48091322,2020-02-18,Other Cities,23_to_27,Nam
46876488,2019-08-15,Other Cities,28_to_32,N?
55043494,2020-07-06,Other Cities,unknown,Nam
44106518,2018-11-06,Other Cities,18_to_22,Nam
25738018,2018-07-18,HCMC,unknown,Nam
12974420,2018-09-20,Other Cities,33_to_37,Nam
20066383,2019-10-29,HCMC,unknown,Nam
45401512,2019-11-10,HCMC,23_to_27,female
44090383,2019-04-24,Other Cities,23_to_27,N?
31704334,2020-05-29,HCMC,23_to_27,male
47083154,2019-09-25,HCMC,>37,N?
42303115,2018-07-24,Other Cities,23_to_27,male
40087774,9917-10-07,Other Cities,28_to_32,female
37159689,2019-02-25,HCMC,23_to_27,N?
44228449,2019-05-22,Unknown,unknown,female
46523969,2019-04-18,HCMC,>37,female
40575677,2018-10-31,Other Cities,28_to_32,Nam
18416819,2018-05-02,HCMC,unknown,N?
55624636,2020-05-19,HCMC,18_to_22,Nam
44647073,2019-06-16,HCMC,unknown,N?
53358396,2020-07-31,HN,28_to_32,female
39533612,2019-08-30,HCMC,unknown,N?
12074983,2019-01-27,HCMC,33_to_37,Nam
30310452,2019-12-05,Other Cities,33_to_37,N?
48588049,2019-08-09,Other Cities,33_to_37,N?
49539494,2020-01-22,Other Cities,33_to_37,Nam
13243014,2019-05-29,Other Cities,28_to_32,Nam
49256094,2019-09-11,Other Cities,>37,N?
28931153,2019-07-11,HCMC,unknown,N?
332743,2019-05-26,HCMC,>37,M
34256414,2019-12-06,HCMC,28_to_32,N?
3359053,2020-08-10,Other Cities,unknown,N?
38626031,2018-01-22,Other Cities,23_to_27,Nam
41120972,2018-04-03,HCMC,unknown,female
39838599,2018-10-28,HN,28_to_32,Nam
38958033,2020-02-20,HCMC,23_to_27,female
43664265,2019-04-17,HCMC,23_to_27,Nam
40109778,2018-11-10,Other Cities,23_to_27,N?
56483708,2020-06-12,HCMC,unknown,N?
43653155,2018-10-12,Other Cities,18_to_22,Nam
36062334,2016-10-19,HCMC,33_to_37,Nam
49550582,2019-09-25,Other Cities,>37,female
43266999,2018-09-12,Other Cities,23_to_27,Nam
46738113,2019-11-18,HCMC,18_to_22,Nam
41193954,2019-01-10,HCMC,28_to_32,Nam
41443259,2018-03-31,HCMC,33_to_37,female
46154563,2019-04-02,HN,23_to_27,female
51619589,2020-04-29,Other Cities,28_to_32,N?
42010393,2018-05-27,Other Cities,23_to_27,Nam
34938817,2020-03-27,Other Cities,unknown,N?
41557450,2018-04-15,HN,28_to_32,N?
45972324,2019-03-01,HCMC,23_to_27,Nam
36557672,2018-07-17,HCMC,23_to_27,N?
41312795,2018-03-14,Unknown,28_to_32,N?
46609985,2019-04-03,Other Cities,33_to_37,Nam
25840896,2018-07-20,Other Cities,28_to_32,female
40351755,2017-11-20,Other Cities,23_to_27,M
52711125,2020-05-04,Unknown,23_to_27,N?
54884648,2020-06-05,HCMC,33_to_37,female
45736455,2019-11-11,Other,18_to_22,N?
31100048,2019-11-26,Other,23_to_27,female
6495314,2017-12-07,Other,unknown,Nam
36184310,2018-09-26,Other Cities,28_to_32,female
41194230,2019-09-22,Other Cities,23_to_27,male
49245406,2020-11-01,Other Cities,23_to_27,Nam
4053162,2019-08-29,Other Cities,33_to_37,N?
59921232,2020-11-18,Other Cities,unknown,Nam
53036063,2020-07-11,Other Cities,23_to_27,N?
58637649,2020-11-21,Other Cities,unknown,female
7544599,2019-02-22,Other Cities,28_to_32,N?
36520229,2019-04-08,HN,>37,N?
19066834,2020-02-17,Other Cities,33_to_37,Nam
43692967,2019-10-17,Other Cities,unknown,Nam
44634170,2019-03-19,HCMC,28_to_32,N?
51469709,2019-12-07,HCMC,33_to_37,Nam
38860352,2017-06-01,HCMC,23_to_27,N?
25577197,2020-02-14,Other,23_to_27,Nam
36949380,2017-06-25,Other,23_to_27,female
54127002,2020-07-30,Other Cities,18_to_22,N?
42082813,2018-09-30,Other Cities,23_to_27,Nam
41053505,2020-08-23,HCMC,23_to_27,N?
6372030,2020-01-15,HCMC,28_to_32,female
1815244,2019-06-11,Other Cities,18_to_22,Nam
44746234,2019-04-02,HCMC,23_to_27,M
12115167,2020-03-21,HN,33_to_37,Nam
45119611,2019-02-11,HCMC,28_to_32,female
18065893,2019-01-29,HCMC,28_to_32,M
47478349,2019-10-18,HCMC,28_to_32,N?
46702730,2019-11-09,Other Cities,28_to_32,Nam
3934510,2018-04-13,HCMC,33_to_37,Nam
34134551,2020-01-07,HCMC,23_to_27,male
42130738,2018-12-20,HN,28_to_32,Nam
4038845,2020-04-12,Other Cities,28_to_32,N?
4026651,2019-01-01,Other Cities,unknown,female
55349126,2020-04-30,Other,33_to_37,Nam
41359413,2018-03-21,Other,23_to_27,N?
51871901,2019-12-20,Unknown,unknown,N?
44915490,2019-01-01,Other,18_to_22,Nam
23402580,2016-10-13,Other Cities,>37,female
41411414,2018-03-28,Unknown,unknown,N?
44574858,2018-12-11,HCMC,33_to_37,N?
43947258,2020-01-16,HCMC,23_to_27,N?
46140381,2019-03-11,HCMC,33_to_37,N?
31778251,2020-01-11,HCMC,>37,female
9495469,2020-04-10,HCMC,>37,M
58383378,2020-09-04,Other Cities,unknown,Nam
26253458,2017-04-26,Other Cities,28_to_32,Nam
48311597,2019-11-14,HN,23_to_27,Nam
18761916,2019-05-11,Other Cities,28_to_32,male
56426531,2020-06-19,HCMC,18_to_22,N?
16654912,2020-07-19,Other Cities,>37,N?
35008413,2018-05-21,Other Cities,>37,Nam
19192691,2019-01-01,HCMC,28_to_32,Nam
7528774,2019-01-13,Other Cities,28_to_32,Nam
56218183,2020-05-29,Other Cities,28_to_32,N?
45652225,2019-02-26,Other Cities,28_to_32,Nam
56857455,2020-07-03,HCMC,28_to_32,female
10245783,2018-04-28,Other Cities,28_to_32,Nam
47370157,2019-12-25,HCMC,23_to_27,female
43591888,2019-09-28,Other Cities,unknown,female
33019993,2020-04-18,Unknown,18_to_22,female
57692119,2020-08-07,Other Cities,18_to_22,Nam
45981533,2019-03-05,Unknown,unknown,female
55065203,2020-05-24,Other Cities,23_to_27,N?
57076084,2020-07-14,Unknown,unknown,M
58872776,2020-09-30,Other Cities,unknown,N?
29138424,2020-11-10,Unknown,unknown,Nam
2085881,2018-11-27,HCMC,unknown,N?
29217420,2017-08-15,Other Cities,23_to_27,female
45468002,2019-02-04,HCMC,unknown,female
39760546,2019-02-25,HCMC,23_to_27,N?
13674534,2018-07-28,Other Cities,28_to_32,female
47902974,2019-07-14,Other Cities,28_to_32,Nam
45580457,2019-06-30,HCMC,33_to_37,female
52885802,2020-02-11,HCMC,33_to_37,N?
31733880,2018-05-25,HCMC,23_to_27,N?
58046439,2020-08-21,Other Cities,unknown,Nam
35539517,2016-06-17,HCMC,33_to_37,Nam
56363839,2020-07-08,HCMC,unknown,N?
50166586,2019-11-15,HCMC,33_to_37,N?
36710670,2016-12-03,Other,23_to_27,Nam
41329942,2018-03-29,Unknown,unknown,N?
38363264,2018-02-27,HCMC,18_to_22,female
4330425,2019-11-27,Unknown,unknown,male
52261150,2020-09-07,Other Cities,unknown,N?
49794629,2019-10-07,HCMC,>37,female
49430893,2019-12-12,HCMC,18_to_22,female
43724399,2020-12-04,Other Cities,unknown,Nam
41368495,2020-02-21,Other,33_to_37,Nam
41201301,2018-02-28,Other Cities,23_to_27,Nam
53149094,2020-02-02,Other Cities,18_to_22,Nam
42151327,2018-07-24,Unknown,23_to_27,female
9981781,2020-03-16,Other Cities,unknown,female
9493902,2019-03-25,HCMC,unknown,female
54630154,2020-05-06,Other,18_to_22,N?
45891860,2019-07-06,Other,28_to_32,female
45120814,2019-01-25,Other Cities,23_to_27,Nam
39097160,2017-11-01,HCMC,33_to_37,f
58738784,2020-10-05,Other Cities,unknown,female
1299282,2017-10-19,Other Cities,28_to_32,Nam
48193733,2020-08-30,Other Cities,18_to_22,female
46806236,2019-04-21,HCMC,23_to_27,N?
36133710,2019-08-17,HCMC,23_to_27,N?
738855,2018-06-28,Other Cities,33_to_37,Nam
60219887,2020-11-12,Unknown,unknown,female
49336589,2020-09-01,HCMC,28_to_32,N?
43409492,2018-09-21,Other,>37,Nam
